time,temperature_2m,relative_humidity_2m,dew_point_2m,cloud_cover,shortwave_radiation,direct_radiation,direct_normal_irradiance,diffuse_radiation,wind_speed_10m,wind_gusts_10m,precipitation,pressure_msl
2025-03-05 00:00:00+00:00,3.7,94,2.9,6,0.0,0.0,0.0,0.0,2.2,6.1,0.0,1024.7
2025-03-05 01:00:00+00:00,3.4,95,2.7,28,0.0,0.0,0.0,0.0,4.0,9.0,0.0,1024.5
2025-03-05 02:00:00+00:00,2.7,97,2.3,38,0.0,0.0,0.0,0.0,1.8,5.8,0.0,1024.4
2025-03-05 03:00:00+00:00,2.4,97,2.0,45,0.0,0.0,0.0,0.0,1.4,4.0,0.0,1024.3
2025-03-05 04:00:00+00:00,2.7,98,2.4,45,0.0,0.0,0.0,0.0,1.8,5.0,0.0,1024.0
2025-03-05 05:00:00+00:00,2.8,99,2.6,56,0.0,0.0,0.0,0.0,2.9,6.5,0.0,1024.0
2025-03-05 06:00:00+00:00,2.1,99,1.9,33,0.0,0.0,0.0,0.0,2.9,6.5,0.0,1024.2
2025-03-05 07:00:00+00:00,1.9,98,1.6,44,10.0,1.0,19.1,9.0,1.1,4.0,0.0,1024.3
2025-03-05 08:00:00+00:00,4.1,95,3.3,34,97.0,47.0,405.3,50.0,2.2,5.8,0.0,1024.3
2025-03-05 09:00:00+00:00,5.8,89,4.2,38,239.0,142.0,539.3,97.0,5.0,11.2,0.0,1023.9
2025-03-05 10:00:00+00:00,7.7,86,5.5,15,381.0,281.0,725.5,100.0,6.1,14.8,0.0,1023.6
2025-03-05 11:00:00+00:00,9.2,81,6.1,5,485.0,385.0,803.0,100.0,6.5,15.8,0.0,1023.3
2025-03-05 12:00:00+00:00,10.6,75,6.3,0,542.0,446.0,835.9,96.0,6.5,15.8,0.0,1022.7
2025-03-05 13:00:00+00:00,12.1,56,3.6,0,543.0,450.0,824.3,93.0,8.3,20.9,0.0,1022.1
2025-03-05 14:00:00+00:00,12.6,50,2.4,0,491.0,405.0,785.3,86.0,10.4,24.8,0.0,1021.7
2025-03-05 15:00:00+00:00,12.6,53,3.2,0,388.0,313.0,703.4,75.0,11.2,26.3,0.0,1021.2
2025-03-05 16:00:00+00:00,12.0,58,4.0,0,248.0,187.0,552.3,61.0,9.0,21.2,0.0,1020.8
2025-03-05 17:00:00+00:00,11.2,64,4.6,0,89.0,52.0,255.2,37.0,6.5,15.8,0.0,1020.5
2025-03-05 18:00:00+00:00,9.9,71,4.9,0,0.0,0.0,0.0,0.0,7.6,17.3,0.0,1020.5
2025-03-05 19:00:00+00:00,8.9,76,4.9,0,0.0,0.0,0.0,0.0,6.1,14.4,0.0,1020.3
2025-03-05 20:00:00+00:00,8.2,78,4.6,0,0.0,0.0,0.0,0.0,5.8,12.6,0.0,1020.2
2025-03-05 21:00:00+00:00,7.8,75,3.6,1,0.0,0.0,0.0,0.0,6.1,14.0,0.0,1020.2
2025-03-05 22:00:00+00:00,7.4,83,4.7,0,0.0,0.0,0.0,0.0,7.2,16.9,0.0,1019.9
2025-03-05 23:00:00+00:00,7.2,85,4.9,0,0.0,0.0,0.0,0.0,8.3,19.4,0.0,1019.2
2025-03-06 00:00:00+00:00,7.2,88,5.3,0,0.0,0.0,0.0,0.0,7.9,18.4,0.0,1018.8
2025-03-06 01:00:00+00:00,7.2,88,5.3,0,0.0,0.0,0.0,0.0,8.6,19.4,0.0,1018.1
2025-03-06 02:00:00+00:00,7.1,89,5.4,0,0.0,0.0,0.0,0.0,8.6,19.4,0.0,1017.5
2025-03-06 03:00:00+00:00,6.9,90,5.4,0,0.0,0.0,0.0,0.0,7.6,17.3,0.0,1016.6
2025-03-06 04:00:00+00:00,7.0,91,5.7,0,0.0,0.0,0.0,0.0,8.6,19.4,0.0,1016.0
2025-03-06 05:00:00+00:00,7.1,88,5.2,0,0.0,0.0,0.0,0.0,8.6,19.8,0.0,1015.5
2025-03-06 06:00:00+00:00,6.9,86,4.7,0,0.0,0.0,0.0,0.0,8.3,19.1,0.0,1015.3
2025-03-06 07:00:00+00:00,6.9,83,4.2,0,13.0,3.0,57.3,10.0,9.0,20.2,0.0,1014.8
2025-03-06 08:00:00+00:00,7.8,81,4.8,0,109.0,63.0,517.0,46.0,6.8,15.5,0.0,1014.7
2025-03-06 09:00:00+00:00,9.4,75,5.2,0,259.0,184.0,683.4,75.0,9.4,22.0,0.0,1014.4
2025-03-06 10:00:00+00:00,10.9,67,5.0,23,384.0,247.0,628.2,137.0,15.5,33.8,0.0,1013.9
2025-03-06 11:00:00+00:00,11.7,63,4.9,57,460.0,219.0,451.3,241.0,16.6,37.4,0.0,1013.7
2025-03-06 12:00:00+00:00,11.8,62,4.8,92,443.0,143.0,265.2,300.0,14.8,33.1,0.0,1013.3
2025-03-06 13:00:00+00:00,12.3,61,5.0,100,352.0,156.0,282.9,196.0,15.5,34.6,0.0,1012.6
2025-03-06 14:00:00+00:00,12.3,63,5.5,46,475.0,400.0,767.6,75.0,14.8,33.5,0.0,1012.4
2025-03-06 15:00:00+00:00,13.1,65,6.7,100,247.0,181.0,402.1,66.0,17.6,39.2,0.0,1011.8
2025-03-06 16:00:00+00:00,13.2,66,7.0,83,191.0,0.0,0.0,191.0,14.4,32.8,0.0,1011.5
2025-03-06 17:00:00+00:00,12.9,68,7.2,97,53.0,0.0,0.0,53.0,12.2,27.4,0.0,1011.4
2025-03-06 18:00:00+00:00,12.0,74,7.5,97,0.0,0.0,0.0,0.0,13.0,28.8,0.0,1011.4
2025-03-06 19:00:00+00:00,12.0,73,7.3,100,0.0,0.0,0.0,0.0,13.7,30.2,0.0,1011.4
2025-03-06 20:00:00+00:00,12.2,73,7.5,98,0.0,0.0,0.0,0.0,14.0,31.3,0.0,1011.4
2025-03-06 21:00:00+00:00,11.5,79,8.0,56,0.0,0.0,0.0,0.0,13.3,29.2,0.0,1011.9
2025-03-06 22:00:00+00:00,11.5,78,7.8,100,0.0,0.0,0.0,0.0,15.5,33.8,0.0,1011.9
2025-03-06 23:00:00+00:00,10.9,81,7.8,100,0.0,0.0,0.0,0.0,10.4,22.7,0.0,1011.9
2025-03-07 00:00:00+00:00,10.4,83,7.6,77,0.0,0.0,0.0,0.0,9.0,19.8,0.0,1011.5
2025-03-07 01:00:00+00:00,10.6,81,7.5,100,0.0,0.0,0.0,0.0,8.6,19.4,0.0,1011.1
2025-03-07 02:00:00+00:00,10.3,83,7.6,100,0.0,0.0,0.0,0.0,6.8,15.8,0.2,1010.8
2025-03-07 03:00:00+00:00,10.1,84,7.5,100,0.0,0.0,0.0,0.0,6.8,15.8,0.0,1010.6
2025-03-07 04:00:00+00:00,10.2,84,7.6,99,0.0,0.0,0.0,0.0,7.2,16.6,0.0,1010.2
2025-03-07 05:00:00+00:00,10.2,85,7.8,98,0.0,0.0,0.0,0.0,7.6,16.9,0.0,1010.0
2025-03-07 06:00:00+00:00,10.5,85,8.1,100,0.0,0.0,0.0,0.0,8.6,19.4,0.0,1010.0
2025-03-07 07:00:00+00:00,10.3,88,8.4,100,1.0,0.0,0.0,1.0,9.0,20.2,1.0,1010.3
2025-03-07 08:00:00+00:00,10.1,89,8.4,100,22.0,0.0,0.0,22.0,8.3,18.7,0.3,1010.7
2025-03-07 09:00:00+00:00,9.8,87,7.7,100,29.0,0.0,0.0,29.0,12.2,27.4,0.2,1011.3
2025-03-07 10:00:00+00:00,10.3,86,8.0,100,96.0,3.0,7.5,93.0,13.3,30.6,0.0,1011.5
2025-03-07 11:00:00+00:00,10.1,86,7.8,100,88.0,9.0,18.3,79.0,15.5,34.6,0.0,1011.6
2025-03-07 12:00:00+00:00,10.3,81,7.2,100,70.0,0.0,0.0,70.0,14.8,33.8,0.0,1011.4
2025-03-07 13:00:00+00:00,10.1,89,8.3,100,113.0,1.0,1.8,112.0,13.7,30.2,1.3,1010.9
2025-03-07 14:00:00+00:00,9.6,93,8.6,100,69.0,1.0,1.9,68.0,15.5,35.3,0.4,1010.7
2025-03-07 15:00:00+00:00,10.8,79,7.3,100,68.0,0.0,0.0,68.0,15.8,36.7,0.0,1010.9
2025-03-07 16:00:00+00:00,10.9,79,7.4,100,50.0,0.0,0.0,50.0,14.8,33.5,0.0,1010.7
2025-03-07 17:00:00+00:00,11.3,78,7.6,100,16.0,0.0,0.0,16.0,11.2,26.3,0.0,1010.4
2025-03-07 18:00:00+00:00,10.9,81,7.7,99,0.0,0.0,0.0,0.0,11.2,25.6,0.0,1010.3
2025-03-07 19:00:00+00:00,11.1,80,7.8,100,0.0,0.0,0.0,0.0,12.2,28.4,0.0,1010.2
2025-03-07 20:00:00+00:00,11.4,80,8.1,98,0.0,0.0,0.0,0.0,12.6,29.2,0.0,1010.2
2025-03-07 21:00:00+00:00,11.6,78,7.9,98,0.0,0.0,0.0,0.0,13.3,30.2,0.0,1010.4
2025-03-07 22:00:00+00:00,11.4,79,7.9,100,0.0,0.0,0.0,0.0,12.6,29.2,0.0,1010.3
2025-03-07 23:00:00+00:00,11.4,80,8.1,93,0.0,0.0,0.0,0.0,11.9,27.7,0.0,1010.0
2025-03-08 00:00:00+00:00,11.5,76,7.4,99,0.0,0.0,0.0,0.0,14.0,31.7,0.0,1009.8
2025-03-08 01:00:00+00:00,11.1,74,6.7,77,0.0,0.0,0.0,0.0,13.0,29.9,0.0,1009.3
2025-03-08 02:00:00+00:00,10.8,74,6.4,69,0.0,0.0,0.0,0.0,11.9,27.4,0.0,1008.9
2025-03-08 03:00:00+00:00,9.8,80,6.5,27,0.0,0.0,0.0,0.0,13.0,29.5,0.0,1008.9
2025-03-08 04:00:00+00:00,9.5,80,6.2,24,0.0,0.0,0.0,0.0,11.2,25.6,0.0,1008.4
2025-03-08 05:00:00+00:00,9.0,81,5.9,2,0.0,0.0,0.0,0.0,13.0,29.9,0.0,1008.1
2025-03-08 06:00:00+00:00,8.7,83,6.0,9,0.0,0.0,0.0,0.0,14.0,32.4,0.0,1008.1
2025-03-08 07:00:00+00:00,8.3,85,6.0,18,17.0,4.0,76.4,13.0,13.7,31.0,0.0,1008.4
2025-03-08 08:00:00+00:00,8.8,83,6.1,40,115.0,63.0,471.5,52.0,14.8,34.6,0.0,1008.5
2025-03-08 09:00:00+00:00,10.1,78,6.5,91,224.0,91.0,323.8,133.0,15.5,35.3,0.0,1008.4
2025-03-08 10:00:00+00:00,11.2,73,6.6,96,340.0,157.0,387.7,183.0,16.2,37.1,0.0,1008.1
2025-03-08 11:00:00+00:00,12.0,69,6.5,100,242.0,0.0,0.0,242.0,16.2,37.1,0.0,1007.9
2025-03-08 12:00:00+00:00,11.7,71,6.6,100,242.0,4.0,7.3,238.0,15.5,34.9,0.0,1007.6
2025-03-08 13:00:00+00:00,12.1,69,6.6,88,366.0,126.0,224.0,240.0,15.5,34.6,0.0,1007.3
2025-03-08 14:00:00+00:00,12.4,67,6.5,91,279.0,76.0,142.9,203.0,15.5,36.0,0.0,1006.6
2025-03-08 15:00:00+00:00,13.4,64,6.8,43,362.0,251.0,545.1,111.0,15.8,37.1,0.0,1006.1
2025-03-08 16:00:00+00:00,13.5,63,6.6,28,241.0,157.0,444.1,84.0,17.3,39.6,0.0,1005.8
2025-03-08 17:00:00+00:00,13.3,65,6.8,54,91.0,45.0,206.3,46.0,15.5,36.0,0.0,1005.7
2025-03-08 18:00:00+00:00,12.9,67,6.9,30,0.0,0.0,0.0,0.0,13.7,31.7,0.0,1005.4
2025-03-08 19:00:00+00:00,12.5,68,6.8,27,0.0,0.0,0.0,0.0,13.0,30.2,0.0,1005.3
2025-03-08 20:00:00+00:00,12.0,71,6.9,37,0.0,0.0,0.0,0.0,12.2,28.1,0.0,1005.4
2025-03-08 21:00:00+00:00,11.8,72,6.9,24,0.0,0.0,0.0,0.0,11.2,25.6,0.0,1004.9
2025-03-08 22:00:00+00:00,11.8,72,6.9,32,0.0,0.0,0.0,0.0,11.5,26.6,0.0,1004.7
2025-03-08 23:00:00+00:00,11.7,72,6.8,41,0.0,0.0,0.0,0.0,12.2,28.4,0.0,1004.5
2025-03-09 00:00:00+00:00,11.2,70,6.0,29,0.0,0.0,0.0,0.0,14.8,33.8,0.0,1004.2
2025-03-09 01:00:00+00:00,10.9,70,5.6,16,0.0,0.0,0.0,0.0,14.8,33.8,0.0,1003.9
2025-03-09 02:00:00+00:00,10.5,71,5.4,9,0.0,0.0,0.0,0.0,14.0,32.0,0.0,1003.6
2025-03-09 03:00:00+00:00,10.2,73,5.6,23,0.0,0.0,0.0,0.0,13.0,29.9,0.0,1003.1
2025-03-09 04:00:00+00:00,9.7,74,5.3,13,0.0,0.0,0.0,0.0,12.2,29.2,0.0,1003.0
2025-03-09 05:00:00+00:00,9.2,76,5.2,13,0.0,0.0,0.0,0.0,11.9,28.1,0.0,1003.1
2025-03-09 06:00:00+00:00,8.7,79,5.3,13,0.0,0.0,0.0,0.0,12.6,29.2,0.0,1002.9
2025-03-09 07:00:00+00:00,8.5,80,5.3,17,19.0,5.0,95.5,14.0,12.2,28.1,0.0,1003.3
2025-03-09 08:00:00+00:00,9.2,78,5.5,23,123.0,73.0,523.2,50.0,11.9,27.0,0.0,1003.4
2025-03-09 09:00:00+00:00,10.3,76,6.3,32,272.0,194.0,676.1,78.0,14.0,32.0,0.0,1002.8
2025-03-09 10:00:00+00:00,11.7,70,6.4,66,401.0,303.0,737.6,98.0,14.8,33.8,0.0,1003.0
2025-03-09 11:00:00+00:00,12.5,66,6.3,80,495.0,382.0,759.9,113.0,14.0,33.5,0.0,1002.8
2025-03-09 12:00:00+00:00,13.6,62,6.4,88,541.0,417.0,749.6,124.0,13.0,31.0,0.0,1002.3
2025-03-09 13:00:00+00:00,14.0,62,6.8,84,542.0,426.0,750.0,116.0,12.6,29.9,0.0,1001.9
2025-03-09 14:00:00+00:00,13.9,62,6.7,99,470.0,336.0,625.6,134.0,13.0,30.2,0.0,1001.4
2025-03-09 15:00:00+00:00,14.1,59,6.2,100,232.0,24.0,51.5,208.0,12.6,29.2,0.0,1001.2
2025-03-09 16:00:00+00:00,14.4,57,6.0,100,148.0,10.0,27.9,138.0,12.2,28.4,0.0,1001.0
2025-03-09 17:00:00+00:00,14.1,60,6.4,92,60.0,13.0,58.3,47.0,9.4,22.3,0.0,1001.3
2025-03-09 18:00:00+00:00,13.6,64,6.9,80,0.0,0.0,0.0,0.0,7.6,18.4,0.0,1001.3
2025-03-09 19:00:00+00:00,13.1,68,7.3,99,0.0,0.0,0.0,0.0,6.8,16.2,0.0,1001.5
2025-03-09 20:00:00+00:00,13.0,68,7.3,99,0.0,0.0,0.0,0.0,6.8,15.8,0.0,1001.7
2025-03-09 21:00:00+00:00,12.6,72,7.7,97,0.0,0.0,0.0,0.0,8.6,19.8,0.0,1002.0
2025-03-09 22:00:00+00:00,12.3,74,7.8,84,0.0,0.0,0.0,0.0,8.3,19.1,0.0,1001.8
2025-03-09 23:00:00+00:00,12.2,73,7.5,96,0.0,0.0,0.0,0.0,7.9,18.4,0.0,1001.6
2025-03-10 00:00:00+00:00,11.8,74,7.3,65,0.0,0.0,0.0,0.0,6.5,15.5,0.0,1001.3
2025-03-10 01:00:00+00:00,11.6,74,7.1,94,0.0,0.0,0.0,0.0,6.8,15.5,0.0,1001.0
2025-03-10 02:00:00+00:00,11.7,73,7.0,84,0.0,0.0,0.0,0.0,7.9,18.7,0.0,1000.5
2025-03-10 03:00:00+00:00,10.0,82,7.0,13,0.0,0.0,0.0,0.0,5.4,12.6,0.0,1000.8
2025-03-10 04:00:00+00:00,9.6,82,6.7,20,0.0,0.0,0.0,0.0,6.8,16.2,0.0,1000.7
2025-03-10 05:00:00+00:00,10.2,78,6.5,80,0.0,0.0,0.0,0.0,11.5,25.9,0.0,1000.9
2025-03-10 06:00:00+00:00,10.2,79,6.7,100,0.0,0.0,0.0,0.0,9.0,20.5,0.0,1001.2
2025-03-10 07:00:00+00:00,10.2,80,6.9,100,8.0,0.0,0.0,8.0,8.3,19.4,0.0,1001.2
2025-03-10 08:00:00+00:00,10.7,77,6.8,95,41.0,3.0,20.6,38.0,13.0,29.2,0.0,1001.5
2025-03-10 09:00:00+00:00,11.4,86,9.2,100,55.0,1.0,3.4,54.0,6.5,14.8,0.0,1002.6
2025-03-10 10:00:00+00:00,11.8,84,9.2,97,109.0,25.0,60.0,84.0,5.0,11.5,0.0,1003.2
2025-03-10 11:00:00+00:00,12.2,80,8.8,97,132.0,6.0,11.8,126.0,7.6,17.6,0.0,1003.1
2025-03-10 12:00:00+00:00,11.5,85,9.1,100,50.0,0.0,0.0,50.0,10.8,24.1,0.2,1003.3
2025-03-10 13:00:00+00:00,11.8,84,9.2,100,47.0,0.0,0.0,47.0,9.4,20.9,0.0,1003.1
2025-03-10 14:00:00+00:00,11.8,84,9.2,99,86.0,16.0,29.5,70.0,7.9,18.0,0.0,1002.9
2025-03-10 15:00:00+00:00,12.5,78,8.7,97,110.0,5.0,10.6,105.0,8.3,18.7,0.0,1003.5
2025-03-10 16:00:00+00:00,12.4,77,8.5,99,50.0,0.0,0.0,50.0,11.2,25.6,0.0,1003.7
2025-03-10 17:00:00+00:00,12.3,77,8.4,100,12.0,0.0,0.0,12.0,11.5,26.3,0.0,1004.0
2025-03-10 18:00:00+00:00,11.7,75,7.4,100,0.0,0.0,0.0,0.0,13.7,30.2,0.0,1004.4
2025-03-10 19:00:00+00:00,11.6,74,7.1,100,0.0,0.0,0.0,0.0,14.0,32.0,0.0,1004.9
2025-03-10 20:00:00+00:00,11.4,71,6.3,100,0.0,0.0,0.0,0.0,16.9,37.4,0.0,1005.4
2025-03-10 21:00:00+00:00,9.1,90,7.6,100,0.0,0.0,0.0,0.0,18.4,41.0,0.0,1005.4
2025-03-10 22:00:00+00:00,8.6,89,6.9,100,0.0,0.0,0.0,0.0,19.1,41.8,0.0,1005.5
2025-03-10 23:00:00+00:00,8.1,85,5.7,100,0.0,0.0,0.0,0.0,20.5,45.4,0.0,1005.6
2025-03-11 00:00:00+00:00,7.5,82,4.6,100,0.0,0.0,0.0,0.0,20.2,44.6,0.0,1006.0
2025-03-11 01:00:00+00:00,7.2,82,4.4,100,0.0,0.0,0.0,0.0,22.7,50.0,0.0,1005.8
2025-03-11 02:00:00+00:00,7.0,81,3.9,100,0.0,0.0,0.0,0.0,22.3,49.7,0.0,1005.8
2025-03-11 03:00:00+00:00,7.1,82,4.3,100,0.0,0.0,0.0,0.0,14.4,32.0,0.0,1006.3
2025-03-11 04:00:00+00:00,6.9,82,4.1,100,0.0,0.0,0.0,0.0,15.8,34.9,0.0,1006.7
2025-03-11 05:00:00+00:00,6.7,79,3.3,100,0.0,0.0,0.0,0.0,15.8,35.6,0.0,1006.8
2025-03-11 06:00:00+00:00,6.4,71,1.5,99,0.0,0.0,0.0,0.0,19.1,41.8,0.0,1007.4
2025-03-11 07:00:00+00:00,6.2,72,1.5,97,8.0,0.0,0.0,8.0,16.2,35.6,0.0,1007.7
2025-03-11 08:00:00+00:00,6.2,69,0.9,80,82.0,21.0,138.6,61.0,14.8,33.1,0.0,1008.1
2025-03-11 09:00:00+00:00,6.5,63,-0.0,59,234.0,104.0,347.9,130.0,18.4,40.7,0.0,1008.1
2025-03-11 10:00:00+00:00,7.1,58,-0.6,97,241.0,15.0,35.5,226.0,18.7,41.8,0.0,1008.0
2025-03-11 11:00:00+00:00,8.0,49,-2.1,89,340.0,82.0,159.4,258.0,17.6,40.3,0.0,1008.1
2025-03-11 12:00:00+00:00,9.0,47,-1.7,71,477.0,276.0,486.2,201.0,18.4,41.8,0.0,1007.7
2025-03-11 13:00:00+00:00,9.4,49,-0.8,98,292.0,19.0,32.8,273.0,17.3,40.7,0.0,1007.1
2025-03-11 14:00:00+00:00,9.8,43,-2.2,88,342.0,31.0,56.6,311.0,16.6,39.2,0.0,1006.7
2025-03-11 15:00:00+00:00,9.6,44,-2.1,96,258.0,63.0,132.4,195.0,16.9,38.5,0.0,1006.8
2025-03-11 16:00:00+00:00,9.1,45,-2.2,96,140.0,0.0,0.0,140.0,15.1,34.9,0.0,1006.8
2025-03-11 17:00:00+00:00,8.9,43,-3.0,91,65.0,25.0,107.5,40.0,12.6,29.2,0.0,1006.8
2025-03-11 18:00:00+00:00,7.7,51,-1.8,20,0.0,0.0,0.0,0.0,13.3,29.9,0.0,1007.0
2025-03-11 19:00:00+00:00,7.2,57,-0.8,59,0.0,0.0,0.0,0.0,11.5,24.8,0.0,1007.4
2025-03-11 20:00:00+00:00,7.1,58,-0.6,95,0.0,0.0,0.0,0.0,11.2,24.5,0.0,1007.4
2025-03-11 21:00:00+00:00,7.2,61,0.2,100,0.0,0.0,0.0,0.0,11.2,24.5,0.0,1008.0
2025-03-11 22:00:00+00:00,6.8,63,0.2,100,0.0,0.0,0.0,0.0,11.2,24.5,0.0,1007.7
2025-03-11 23:00:00+00:00,6.5,67,0.8,100,0.0,0.0,0.0,0.0,8.6,19.4,0.0,1007.5
2025-03-12 00:00:00+00:00,6.1,71,1.2,100,0.0,0.0,0.0,0.0,12.2,26.6,0.0,1007.1
2025-03-12 01:00:00+00:00,5.7,74,1.4,97,0.0,0.0,0.0,0.0,10.4,23.0,0.0,1006.3
2025-03-12 02:00:00+00:00,5.5,72,0.9,100,0.0,0.0,0.0,0.0,9.4,20.5,0.0,1005.7
2025-03-12 03:00:00+00:00,5.4,72,0.7,100,0.0,0.0,0.0,0.0,8.6,19.4,0.0,1005.1
2025-03-12 04:00:00+00:00,5.1,73,0.7,45,0.0,0.0,0.0,0.0,10.1,22.0,0.0,1004.9
2025-03-12 05:00:00+00:00,4.6,76,0.7,11,0.0,0.0,0.0,0.0,9.4,22.0,0.0,1004.8
2025-03-12 06:00:00+00:00,4.7,73,0.3,99,0.0,0.0,0.0,0.0,10.4,23.8,0.0,1004.6
2025-03-12 07:00:00+00:00,4.4,74,0.1,48,24.0,8.0,143.8,16.0,10.4,23.8,0.0,1004.6
2025-03-12 08:00:00+00:00,4.8,72,0.2,97,87.0,3.0,19.0,84.0,12.2,26.6,0.0,1004.4
2025-03-12 09:00:00+00:00,6.0,68,0.6,28,288.0,170.0,557.4,118.0,11.5,25.6,0.0,1004.1
2025-03-12 10:00:00+00:00,6.8,63,0.3,46,370.0,198.0,461.9,172.0,12.6,29.2,0.0,1003.7
2025-03-12 11:00:00+00:00,8.0,57,-0.0,58,414.0,333.0,640.1,81.0,10.4,26.6,0.0,1002.9
2025-03-12 12:00:00+00:00,8.1,48,-2.2,100,270.0,19.0,33.1,251.0,13.0,31.0,0.0,1003.0
2025-03-12 13:00:00+00:00,8.1,51,-1.4,100,130.0,0.0,0.0,130.0,13.7,32.0,0.0,1002.4
2025-03-12 14:00:00+00:00,7.2,66,1.3,82,366.0,201.0,363.4,165.0,17.6,39.2,0.0,1002.4
2025-03-12 15:00:00+00:00,8.2,57,0.2,90,232.0,4.0,8.3,228.0,14.8,33.1,0.0,1002.3
2025-03-12 16:00:00+00:00,7.4,57,-0.6,92,139.0,82.0,219.7,57.0,12.2,28.8,0.0,1002.4
2025-03-12 17:00:00+00:00,7.5,50,-2.3,5,124.0,83.0,349.8,41.0,11.5,25.9,0.0,1002.3
2025-03-12 18:00:00+00:00,6.8,60,-0.4,12,0.0,0.0,0.0,0.0,11.2,24.8,0.0,1002.7
2025-03-12 19:00:00+00:00,6.4,64,0.1,83,0.0,0.0,0.0,0.0,9.4,20.5,0.0,1002.9
2025-03-12 20:00:00+00:00,5.9,68,0.5,78,0.0,0.0,0.0,0.0,8.3,17.6,0.0,1003.0
2025-03-12 21:00:00+00:00,4.6,80,1.5,32,0.0,0.0,0.0,0.0,11.5,25.2,0.0,1003.2
2025-03-12 22:00:00+00:00,4.7,77,1.0,81,0.0,0.0,0.0,0.0,12.6,27.4,0.0,1003.3
2025-03-12 23:00:00+00:00,4.2,81,1.2,34,0.0,0.0,0.0,0.0,12.2,26.6,0.0,1003.2
2025-03-13 00:00:00+00:00,4.2,81,1.3,84,0.0,0.0,0.0,0.0,11.2,24.5,0.0,1003.3
2025-03-13 01:00:00+00:00,3.6,82,0.8,23,0.0,0.0,0.0,0.0,13.0,28.1,0.0,1003.4
2025-03-13 02:00:00+00:00,3.0,84,0.6,23,0.0,0.0,0.0,0.0,11.9,25.6,0.0,1003.5
2025-03-13 03:00:00+00:00,3.1,81,0.1,38,0.0,0.0,0.0,0.0,14.4,31.3,0.0,1003.1
2025-03-13 04:00:00+00:00,2.8,82,0.1,41,0.0,0.0,0.0,0.0,16.9,36.4,0.0,1003.0
2025-03-13 05:00:00+00:00,2.7,84,0.2,46,0.0,0.0,0.0,0.0,13.3,28.8,0.0,1003.3
2025-03-13 06:00:00+00:00,2.9,83,0.3,59,0.0,0.0,0.0,0.0,11.2,24.1,0.0,1003.2
2025-03-13 07:00:00+00:00,3.0,83,0.4,92,13.0,0.0,0.0,13.0,9.4,20.2,0.0,1003.4
2025-03-13 08:00:00+00:00,3.8,81,0.9,89,95.0,29.0,177.1,66.0,11.2,24.1,0.0,1004.0
2025-03-13 09:00:00+00:00,4.8,79,1.5,100,81.0,0.0,0.0,81.0,10.4,23.0,0.0,1004.4
2025-03-13 10:00:00+00:00,6.0,63,-0.5,100,198.0,6.0,13.8,192.0,12.6,29.2,0.0,1004.2
2025-03-13 11:00:00+00:00,5.8,71,1.0,100,60.0,0.0,0.0,60.0,10.1,23.0,0.0,1004.1
2025-03-13 12:00:00+00:00,6.5,65,0.4,100,217.0,130.0,224.5,87.0,7.6,20.2,0.0,1004.2
2025-03-13 13:00:00+00:00,7.4,56,-0.8,100,212.0,0.0,0.0,212.0,13.7,32.0,0.0,1004.1
2025-03-13 14:00:00+00:00,7.6,55,-0.9,100,123.0,0.0,0.0,123.0,13.3,31.3,0.0,1004.2
2025-03-13 15:00:00+00:00,6.2,71,1.4,99,92.0,0.0,0.0,92.0,15.1,33.1,0.1,1004.5
2025-03-13 16:00:00+00:00,6.4,69,1.1,18,284.0,138.0,364.9,146.0,10.4,22.7,1.2,1004.6
2025-03-13 17:00:00+00:00,6.3,75,2.2,35,113.0,56.0,231.4,57.0,14.0,31.0,0.0,1005.2
2025-03-13 18:00:00+00:00,4.6,81,1.6,99,0.0,0.0,0.0,0.0,13.7,30.2,0.0,1005.8
2025-03-13 19:00:00+00:00,4.5,83,1.9,9,0.0,0.0,0.0,0.0,11.2,24.5,0.0,1006.3
2025-03-13 20:00:00+00:00,3.9,84,1.5,22,0.0,0.0,0.0,0.0,10.1,21.2,0.0,1006.9
2025-03-13 21:00:00+00:00,3.9,82,1.1,26,0.0,0.0,0.0,0.0,10.1,22.0,0.0,1007.0
2025-03-13 22:00:00+00:00,3.4,85,1.1,2,0.0,0.0,0.0,0.0,9.4,20.9,0.0,1007.3
2025-03-13 23:00:00+00:00,3.1,88,1.3,3,0.0,0.0,0.0,0.0,9.0,19.4,0.0,1007.4
2025-03-14 00:00:00+00:00,3.0,85,0.8,0,0.0,0.0,0.0,0.0,9.7,21.2,0.0,1007.2
2025-03-14 01:00:00+00:00,2.5,88,0.7,9,0.0,0.0,0.0,0.0,8.3,19.1,0.0,1007.3
2025-03-14 02:00:00+00:00,2.1,89,0.5,10,0.0,0.0,0.0,0.0,8.3,18.7,0.0,1007.3
2025-03-14 03:00:00+00:00,1.9,89,0.3,4,0.0,0.0,0.0,0.0,9.4,21.2,0.0,1007.1
2025-03-14 04:00:00+00:00,1.6,89,-0.0,2,0.0,0.0,0.0,0.0,10.1,22.0,0.0,1007.4
2025-03-14 05:00:00+00:00,1.2,89,-0.4,7,0.0,0.0,0.0,0.0,9.0,19.8,0.0,1007.8
2025-03-14 06:00:00+00:00,0.6,95,-0.1,91,0.0,0.0,0.0,0.0,8.3,18.7,0.0,1008.2
