shift_hours,R2,nRMSE_pct,xcorr_peak_lag,n
-3,0.3962467284515767,21.944235295315423,-2,3245
-2,0.5718749355541539,17.84323365793319,-1,3242
-1,0.600876411252955,16.42062168861361,0,3238
0,0.4204485222536126,19.45593044802084,1,3236
1,0.08228290234575009,25.21283027815045,2,3233
2,-0.24876201152932786,30.60875063961611,3,3230
3,-0.5553526841506773,34.63105635019774,3,3228
