mode,fold,model,subset,n,R2,MAE,RMSE,nMAE_pct,nRMSE_pct
KFOLD,K3,InvRMSE,ALL,1707,0.8636109847714282,68.49716361273394,136.31390544312268,4.115808470798654,8.190732245242206
KFOLD,K3,InvRMSE,daylight,803,0.7697955101335073,137.23492636536622,198.37896617507437,8.246073890262497,11.920053128446057
KFOLD,K3,RidgeStack,ALL,1707,0.8483339965981184,83.47120387769513,143.74560834707006,5.01555786937302,8.637283082550734
KFOLD,K3,RidgeStack,daylight,803,0.7502371723956125,146.194195452631,206.6344026170098,8.784412029488363,12.416099876161917
KFOLD,K3,NNLSStack,ALL,1707,0.8662049801736604,69.7705233047383,135.0113991495499,4.1923211952722665,8.11246818066481
KFOLD,K3,NNLSStack,daylight,803,0.7750894973637639,135.33847795233822,196.08464932890132,8.132121457328147,11.782193862279017
KFOLD,K3,BestSingleByVal,ALL,1707,0.8181564770840568,88.3466730224847,157.39806250979817,5.308511564779933,9.457621962680662
KFOLD,K3,BestSingleByVal,daylight,803,0.6992228739860011,160.6322033585977,226.75722334931726,9.651952699884655,13.625225504993017
KFOLD,K3,Persistence,ALL,1707,0.42538513812571166,131.8405193205076,279.79431823508605,7.921938626272712,16.812080447360557
KFOLD,K3,Persistence,daylight,803,0.027418710780385158,277.78369921238493,407.75724181096257,16.691267812665657,24.50102487985444
KFOLD,K3,Climatology,ALL,1707,0.6340694637381652,114.57820299871462,223.27998273629504,6.884692936151418,13.416287563401793
KFOLD,K3,Climatology,daylight,803,0.38073312249171476,240.90062649442757,325.3701096123007,14.475064175681327,19.55060593250663
KFOLD,K3,SmartPersistence,ALL,1707,0.7184858783799009,88.52522857878292,195.83961941972353,5.319240483064424,11.767470680725184
KFOLD,K3,SmartPersistence,daylight,803,0.5235594787349478,186.3126898903331,285.3928400672972,11.195023367731958,17.148480414390463
KFOLD,K4,Ridge,ALL,1751,0.7553837838553378,88.902265468893,175.0245319393996,5.341895605470546,10.51674862373178
KFOLD,K4,Ridge,daylight,803,0.6048697894448765,178.16422530818497,257.1368750023152,10.705404268453321,15.450656238450078
KFOLD,K4,GBM,ALL,1751,0.7977592815692092,72.10517399846698,159.144122018081,4.332604012761341,9.562537934900176
KFOLD,K4,GBM,daylight,803,0.6705364250858685,153.0045413294049,234.79992124615825,9.193627211115004,14.108489371494764
KFOLD,K4,GBM_kt,ALL,1751,0.8021673811351773,71.69005454702564,157.4001902589952,4.30766061270619,9.457749813349317
KFOLD,K4,GBM_kt,daylight,803,0.6778508255692692,153.68549595136676,232.17890305402696,9.234543924355071,13.950999509019848
KFOLD,K4,GBM_per_hour,ALL,1751,0.7997150147513281,73.99130943795183,158.37276509458454,4.445936767133409,9.516189192962695
KFOLD,K4,GBM_per_hour,daylight,803,0.6737330156351483,158.73600502746376,233.65808234414197,9.538015293691906,14.039879373980469
KFOLD,K4,CNN,ALL,1751,0.8052089022446596,80.99729951853777,156.18555150631715,4.8669076774478075,9.384765470588835
KFOLD,K4,CNN,daylight,803,0.686340374278995,155.95654720593785,229.09918994113917,9.371005224329892,13.765947914922942
KFOLD,K4,Mean,ALL,1751,0.8212376063900828,70.82876646244398,149.62163062313275,4.255908151620924,8.990357297348211
KFOLD,K4,Mean,daylight,803,0.7089636245048355,147.679132350564,220.68249238006027,8.8736378534607,13.260211424666299
KFOLD,K4,InvRMSE,ALL,1751,0.8217440969768977,70.43435251011792,149.40951749151031,4.232208888755636,8.977611995530532
KFOLD,K4,InvRMSE,daylight,803,0.7097456327831646,147.15603640120256,220.38580847191284,8.84220643899229,13.242384494646151
KFOLD,K4,RidgeStack,ALL,1751,0.8258182544235646,69.06078112329085,147.69222124463013,4.149674715791743,8.874424329545686
KFOLD,K4,RidgeStack,daylight,803,0.7164380500093503,143.35126161415914,217.83026547650252,8.613587858717482,13.088828858861481
KFOLD,K4,NNLSStack,ALL,1751,0.8235260179920508,68.66376408001857,148.66086161892446,4.125819040263483,8.932627298068853
KFOLD,K4,NNLSStack,daylight,803,0.7125060237417794,144.47474117797876,219.3353431334181,8.681094693477547,13.179264886323372
KFOLD,K4,BestSingleByVal,ALL,1751,0.7977592815692092,72.10517399846698,159.144122018081,4.332604012761341,9.562537934900176
KFOLD,K4,BestSingleByVal,daylight,803,0.6705364250858685,153.0045413294049,234.79992124615825,9.193627211115004,14.108489371494764
KFOLD,K4,Persistence,ALL,1751,0.4990290725305221,111.51564173178123,250.4739499717303,6.700671949880374,15.050299174963152
KFOLD,K4,Persistence,daylight,803,0.183903837755109,240.64737604386897,369.5429415237895,14.459847044129196,22.20483139486829
KFOLD,K4,Climatology,ALL,1751,0.6947127876393714,99.41388118273612,195.52874355549667,5.973510036126662,11.748790994620432
KFOLD,K4,Climatology,daylight,803,0.5027799957349746,213.90635148243945,288.44866953658135,12.853051527310077,17.332096905229474
KFOLD,K4,SmartPersistence,ALL,1751,0.7026457580420428,82.41856771716925,192.97158860200014,4.9523078222520045,11.59513850065367
KFOLD,K4,SmartPersistence,daylight,803,0.5152962337843647,177.89881919308633,284.79505274618236,10.689456736043065,17.11256099831229
KFOLD,K5,Ridge,ALL,1842,0.8353846911550871,83.48042171742993,155.8437862151856,5.016111744319981,9.36422972274069
KFOLD,K5,Ridge,daylight,816,0.7321867675036958,169.93699867660754,232.04201487418229,10.211052571602453,13.942774270185987
KFOLD,K5,GBM,ALL,1842,0.8699789871297599,63.490346390682554,138.50362899624795,3.8149624262709243,8.322306784585392
KFOLD,K5,GBM,daylight,816,0.7855324865864427,137.96122779503258,207.64972984347838,8.289715369980911,12.477108130795033
KFOLD,K5,GBM_kt,ALL,1842,0.8706517483518903,62.39368620736149,138.14483807665798,3.749067095223066,8.30074801297781
KFOLD,K5,GBM_kt,daylight,816,0.7865922184196945,137.6654009034906,207.13607271231953,8.27193993576027,12.446243869269367
KFOLD,K5,GBM_per_hour,ALL,1842,0.8624835455527787,66.51867935911366,142.43991751472643,3.9969267270752056,8.558827667690242
