mode,model,subset,n,R2,MAE,RMSE,nMAE_pct,nRMSE_pct,seed
KFOLD,CNN,ALL,8516,0.8353947478754261,80.09652556774915,150.87069346662753,4.812782617935981,9.06541009020371,4
KFOLD,CNN,daylight,3869,0.7290690789068062,154.72375431601665,221.960502890928,9.29693004878299,13.337003604210231,4
KFOLD,Mean,ALL,8516,0.8534469813738141,68.8168911791909,142.35752424074124,4.135020031642419,8.553876879699628,4
KFOLD,Mean,daylight,3869,0.7556613371103762,143.47233359472827,210.7863627241657,8.620862745105773,12.665579879101388,4
KFOLD,InvRMSE,ALL,8516,0.8542280954920188,68.50788768218831,141.9776411195389,4.1164528509973906,8.531050734999713,4
KFOLD,InvRMSE,daylight,3869,0.7569468633091188,142.88547005958344,210.2311318389153,8.585599709649179,12.632217563638475,4
KFOLD,RidgeStack,ALL,8516,0.8507628634362807,74.13109895787233,143.6552479873359,4.454336339610169,8.631853574022163,4
KFOLD,RidgeStack,daylight,3869,0.753816591647318,144.49687403502543,211.58058005110496,8.682424596727714,12.713302240575402,4
KFOLD,NNLSStack,ALL,8516,0.8556865238139265,68.88328200705065,141.265622115835,4.139009276120239,8.488267447455387,4
KFOLD,NNLSStack,daylight,3869,0.7598506963839824,141.12618387375832,208.97150918048004,8.479888982309925,12.556530260191739,4
KFOLD,BestSingleByVal,ALL,8516,0.8317131266680413,75.92259993537076,152.54857783017525,4.561982766261058,9.16622960319193,4
KFOLD,BestSingleByVal,daylight,3869,0.7211877982983477,153.1367319652547,225.16573483204607,9.201570187292338,13.52959728369035,4
KFOLD,Persistence,ALL,8516,0.5221093109505239,117.21702089743961,257.06759050499755,7.043252334637931,15.446493121235951,4
KFOLD,Persistence,daylight,3869,0.20111317287251818,255.49057983976985,381.1439613598146,15.351734834729658,22.901905159571427,4
KFOLD,Climatology,ALL,8516,0.6909010246273823,104.03949988357327,206.7434813674319,6.251450897141393,12.422654121933459,4
KFOLD,Climatology,daylight,3869,0.4835542255551003,226.12179611238062,306.4494015397993,13.587044408631915,18.413711987545785,4
KFOLD,SmartPersistence,ALL,8516,0.7036135441720341,89.92831396102095,202.44740726722895,5.403548071829975,12.164514700675628,4
KFOLD,SmartPersistence,daylight,3869,0.5045228316773527,195.86704389284523,300.16374611323073,11.76911854280922,18.03602402961138,4
